1.000464923549907043e-01 8.694132799999999550e-01
1.021910891068463084e-01 8.685307199999999783e-01
1.043362196704907402e-01 8.109987600000000407e-01
1.064807397909288272e-01 7.547832899999999956e-01
1.086229491900574662e-01 7.007267000000000357e-01
1.107633838759269906e-01 6.491086000000000356e-01
1.129048097979076515e-01 6.000689700000000348e-01
1.150438542730574387e-01 5.532504299999999597e-01
1.171793810933581537e-01 5.086168800000000489e-01
1.193135975358195627e-01 4.661314999999999764e-01
1.214475925769947923e-01 4.258861700000000083e-01
1.235796720286968658e-01 3.880738499999999980e-01
1.257137030062167038e-01 3.523341500000000126e-01
1.278396590782501230e-01 3.186126799999999815e-01
1.299680739666915219e-01 2.868897200000000147e-01
1.320961430895878641e-01 2.572688599999999881e-01
1.342199610305033763e-01 2.299111299999999913e-01
1.363411712425888489e-01 2.046593700000000071e-01
1.384658396622019949e-01 1.811000000000000110e-01
1.405861899192750175e-01 1.594174499999999883e-01
1.427033095308643806e-01 1.395516900000000060e-01
1.448215957347640526e-01 1.215295700000000034e-01
1.469404667885739479e-01 1.052673300000000062e-01
1.490549322129816889e-01 9.064226699999999859e-02
1.511666273675301431e-01 7.745688300000000415e-02
1.532771824810807149e-01 6.571906299999999423e-02
1.553832728794543594e-01 5.538179499999999755e-02
1.574881788030924601e-01 4.638698799999999706e-02
1.595907773090251836e-01 3.852300499999999905e-02
1.616970805649357301e-01 3.171247900000000175e-02
1.637993775832215504e-01 2.586664199999999872e-02
1.658987457540236077e-01 2.092238800000000010e-02
1.680017299640413353e-01 1.682691000000000048e-02
1.700951728485213810e-01 1.343541099999999953e-02
1.721910866249819205e-01 1.066474499999999978e-02
1.742774320826248058e-01 8.449130100000000476e-03
1.763727410860601863e-01 6.723348999999999992e-03
1.784611661201020716e-01 5.431427200000000025e-03
1.805410655851185930e-01 4.489322700000000256e-03
1.826303720824622723e-01 3.841336500000000053e-03
1.847105665557343401e-01 3.441122899999999891e-03
1.867957507206125245e-01 3.240207399999999859e-03
1.888734159653954192e-01 3.207316799999999826e-03
1.909489691019183588e-01 3.300386000000000205e-03
1.930245501154775056e-01 3.480354800000000012e-03
1.950968876277104358e-01 3.726992900000000025e-03
1.971659618398061142e-01 4.022269499999999928e-03
1.992570897122532547e-01 4.343621500000000371e-03
2.013243972762288336e-01 4.677281900000000020e-03
2.033856823291707028e-01 5.012268700000000084e-03
2.054511429826870184e-01 5.341122299999999899e-03
2.075497157752116129e-01 5.659668199999999712e-03
2.096072775068359983e-01 5.950706600000000256e-03
2.116657031411386392e-01 6.218424000000000174e-03
2.137174707068447421e-01 6.462683999999999790e-03
2.157679142711351195e-01 6.685438400000000281e-03
2.178111377173132246e-01 6.879650299999999843e-03
2.198604588686674799e-01 7.042563899999999821e-03
2.219035811990985874e-01 7.193892799999999747e-03
2.239426219412809504e-01 7.326229899999999948e-03
2.259780951256172010e-01 7.430703000000000308e-03
2.280152851897380706e-01 7.508288699999999920e-03
2.300472678362079915e-01 7.581073300000000341e-03
2.320708564559344766e-01 7.628270599999999700e-03
2.340960885080056730e-01 7.652780100000000120e-03
2.361197593410793161e-01 7.658397800000000220e-03
2.381397344987368492e-01 7.655316900000000424e-03
2.401575742358643129e-01 7.637432300000000091e-03
2.421779835910916334e-01 7.604262599999999858e-03
2.441925217372268586e-01 7.560679300000000373e-03
2.462043234561845373e-01 7.503669099999999738e-03
2.482107493403101495e-01 7.435647000000000090e-03
2.502373972578199601e-01 7.345124599999999955e-03
2.522397857923983078e-01 7.246336299999999592e-03
2.542383083387954601e-01 7.147152199999999567e-03
2.562365899221555332e-01 7.026567400000000192e-03
2.582662962517680572e-01 6.889747300000000421e-03
2.602577218903912026e-01 6.742325100000000002e-03
2.622483051316009117e-01 6.580146099999999859e-03
2.642333581907081452e-01 6.418453799999999584e-03
2.662149367405277633e-01 6.250534599999999635e-03
2.681981790339880156e-01 6.069223999999999800e-03
2.701763463955375588e-01 5.870326999999999837e-03
2.721458264567560570e-01 5.666579899999999587e-03
2.741189457895722437e-01 5.460398899999999861e-03
2.761084666727680603e-01 5.245280700000000407e-03
2.780748648960356117e-01 5.022608700000000259e-03
