5.009881087132171673e-02 8.753554399999999847e-01
5.023379828759978044e-02 8.748652599999999779e-01
5.112476938427536199e-02 8.736770999999999843e-01
5.283144208753499244e-02 8.678659100000000182e-01
5.497521160221212344e-02 8.412035399999999719e-01
5.710170721897966234e-02 7.049152600000000435e-01
5.922756461967586261e-02 4.545383700000000249e-01
6.135442398776717182e-02 2.890061700000000067e-01
6.348336886098991660e-02 1.834267199999999876e-01
6.560494990125936843e-02 1.179535000000000028e-01
6.773355637323859313e-02 8.132836499999999968e-02
6.985586302855195662e-02 6.304859200000000052e-02
7.198347933464238624e-02 5.738464199999999960e-02
7.410198455553392016e-02 5.981779300000000105e-02
7.622298273145250436e-02 6.735735800000000606e-02
7.834091602109376218e-02 7.770987699999999665e-02
8.046018576073202255e-02 8.888195699999999755e-02
8.257579253707345024e-02 1.002570200000000022e-01
8.469213473205962350e-02 1.114618700000000046e-01
8.681360291469415735e-02 1.219895599999999969e-01
8.892857726293175447e-02 1.309846299999999908e-01
9.104090255305828661e-02 1.386467700000000025e-01
9.315276262136470975e-02 1.450205900000000048e-01
9.526192911054541523e-02 1.501324699999999901e-01
9.737223593260045662e-02 1.539739300000000088e-01
9.948365612893000920e-02 1.564935899999999880e-01
1.015928618340186523e-01 1.578371799999999936e-01
1.037031301806516093e-01 1.581219700000000006e-01
1.058094882099371442e-01 1.574289100000000052e-01
1.079135645855659464e-01 1.556743100000000102e-01
1.100164354592208515e-01 1.531865199999999927e-01
1.121191744777192967e-01 1.499245800000000017e-01
1.142250456113733104e-01 1.459234899999999890e-01
1.163285382637461590e-01 1.413280000000000092e-01
1.184329162071466324e-01 1.362640499999999977e-01
1.205272074939933158e-01 1.308214699999999953e-01
1.226228894577702233e-01 1.249994299999999947e-01
1.247264912699432016e-01 1.188016100000000019e-01
1.268188563923957624e-01 1.124041000000000068e-01
1.289136250874378387e-01 1.056966000000000017e-01
1.310429427627091414e-01 9.909511599999999698e-02
1.331331368531778470e-01 9.249012900000000426e-02
1.352229297818340337e-01 8.592851599999999646e-02
1.373101190192844989e-01 7.941544899999999907e-02
1.393990338748913593e-01 7.299267700000000580e-02
1.415086616357749127e-01 6.684619399999999767e-02
1.436253533937743576e-01 6.072632900000000250e-02
1.457702224013355807e-01 5.511617399999999695e-02
1.478667391981842993e-01 4.979378200000000171e-02
1.499675310226434577e-01 4.481800500000000104e-02
1.520449583420445672e-01 4.010467699999999830e-02
1.541661036434309462e-01 3.587794700000000031e-02
1.562389796091350480e-01 3.197961800000000132e-02
1.583138844683630864e-01 2.842265399999999859e-02
1.603783799015257305e-01 2.516154300000000149e-02
1.624448597392370019e-01 2.223473999999999937e-02
1.645084452313091417e-01 1.961531999999999859e-02
1.665744954971924152e-01 1.728659800000000024e-02
1.686693101656316640e-01 1.517768000000000068e-02
1.707326437460601476e-01 1.333012599999999943e-02
1.727903040503239451e-01 1.170013200000000024e-02
1.748889039629858977e-01 1.027032500000000029e-02
1.769410254075111655e-01 9.056609099999999787e-03
1.789895645543925495e-01 7.994585599999999570e-03
1.810393124631977935e-01 7.054621799999999908e-03
1.831244014436690382e-01 6.232979599999999808e-03
1.851657693079696021e-01 5.528366800000000109e-03
1.872135968296488318e-01 4.921810199999999622e-03
1.892534657957355149e-01 4.394785899999999884e-03
1.912928144082955140e-01 3.926463199999999897e-03
1.933278973357498431e-01 3.508156499999999858e-03
1.953624121137482739e-01 3.138368700000000126e-03
1.973979206667572373e-01 2.816865799999999833e-03
1.994290963083448220e-01 2.528864100000000059e-03
2.014590958394710529e-01 2.266914000000000082e-03
2.034820830652356582e-01 2.027770099999999954e-03
2.055075477743842083e-01 1.814765400000000004e-03
2.075275465107052908e-01 1.623223700000000049e-03
2.095499630434428662e-01 1.452014599999999940e-03
2.115637174451852065e-01 1.300780799999999918e-03
2.135782617266416827e-01 1.163560799999999954e-03
2.155930376608055365e-01 1.045474000000000013e-03
2.176017267764600860e-01 9.462920199999999733e-04
2.196079825247601869e-01 8.643219300000000048e-04
2.216143954179083386e-01 7.984169099999999762e-04
2.236188455384303109e-01 7.525928000000000088e-04
2.256411170302336788e-01 7.232211300000000427e-04
2.276420637140181003e-01 7.111822999999999756e-04
2.296368131726639616e-01 7.147440399999999616e-04
2.316289919983771650e-01 7.337579599999999877e-04
2.336564346371024503e-01 7.646054600000000206e-04
2.356454268871507607e-01 8.114130400000000350e-04
2.376328101375354551e-01 8.711053799999999474e-04
2.396149423932572853e-01 9.401089899999999933e-04
2.415923277100359146e-01 1.015697899999999957e-03
2.435701033550101702e-01 1.102726999999999961e-03
2.455420618474505046e-01 1.193681899999999912e-03
2.475133305997707367e-01 1.287411700000000046e-03
2.494828530260273514e-01 1.384917899999999922e-03
2.514465050678902358e-01 1.484069200000000038e-03
2.534088811343476189e-01 1.581280800000000068e-03
2.553689311785563576e-01 1.672719100000000063e-03
2.573291808881688625e-01 1.764100499999999953e-03
2.592845025658463975e-01 1.849745600000000066e-03
2.612359002635459837e-01 1.929158399999999964e-03
2.632041719353523934e-01 1.997706000000000134e-03
2.651501728551700077e-01 2.058730700000000174e-03
2.670911779512449291e-01 2.108737800000000124e-03
2.690322283780994250e-01 2.150599400000000137e-03
2.710020479957758743e-01 2.184176800000000186e-03
2.729379982652194725e-01 2.203766900000000105e-03
2.748648481328748727e-01 2.211485000000000013e-03
2.767926479098221093e-01 2.204694000000000098e-03
2.787168446017714296e-01 2.196946899999999842e-03
2.806449269201445329e-01 2.173801200000000013e-03
2.825598490317580147e-01 2.138773000000000063e-03
2.844741106762930793e-01 2.098664999999999992e-03
2.863836937054197174e-01 2.046178699999999864e-03
2.882915674728346311e-01 1.989357399999999894e-03
2.901981994249599461e-01 1.927257900000000019e-03
2.920990984978694693e-01 1.858288800000000096e-03
2.940036544837782428e-01 1.780767699999999962e-03
2.959518051885971501e-01 1.698404599999999917e-03
2.978525873917347022e-01 1.614439500000000019e-03
2.997367177831621876e-01 1.529863600000000001e-03
3.016243827802969624e-01 1.444776399999999966e-03
3.035052289274767223e-01 1.356669600000000005e-03
3.053831686728805117e-01 1.271644300000000045e-03
3.072601322160914972e-01 1.182065400000000075e-03
3.091302342070577081e-01 1.101005900000000043e-03
3.109993126322781465e-01 1.019109999999999938e-03
3.128775337185555339e-01 9.399531999999999506e-04
3.147745008767652286e-01 8.593814399999999670e-04
